名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
阳台山自然风景区,北京,北京,北京,010,62456816,海淀区,阳台山路北京市第四十七中学西侧,景点,自然风光,116.10553,40.068069
杨椒山祠,北京,北京,北京,010,,宣武门,宣外大街达智桥12号,景点,宗教,116.373177,39.896584
野鸭湖国家湿地公园,北京,北京,延庆区,010,69131458,康庄,康庄镇刘浩营村,景点,自然风光,115.847504,40.413631
颐和园,北京,北京,北京,010,62881144,颐和园,新建宫门路19号,景点,园林,116.281403,39.997612
银狐洞,北京,北京,北京,010,60363236,房山区,下英水村北一区49号,景点,自然风光,115.903481,39.798519
雍和宫,北京,北京,北京,010,84191906;84191907,安定门,雍和宫大街28号,景点,历史建筑,116.417313,39.947235
于谦祠,北京,北京,北京,010,,王府井/东单,西裱褙胡同甲23号（东单地铁站C东南口步行290米）,景点,宗教,116.423264,39.907684
元大都城垣遗址公园,北京,北京,北京,010,84648252,安贞,对外经贸大学南门对面,景点,古代遗迹,116.40779,39.97583
圆明园遗址公园,北京,北京,北京,010,82539566;62628501,颐和园,青龙桥街道清华西路28号（近地铁4号线圆明园站）,景点,古代遗迹,116.303329,40.006519
袁崇焕墓和祠,北京,北京,北京,010,67187057,广渠门内,本家润园C区东门,景点,宗教,116.438087,39.895222
袁督师庙,北京,北京,北京,010,,左安门,龙潭路8号龙潭公园内（西北角）,景点,宗教,116.436836,39.880295
月坛公园,北京,北京,北京,010,68020940,月坛,月坛北街甲6号,景点,园林,116.352234,39.916424
云居寺,北京,北京,北京,010,61389612;61389604,云居滑雪场,大石窝镇水头村,景点,宗教,115.775017,39.609077
斋堂城遗址,北京,北京,门头沟区,010,,爨底下村,斋堂村102309号,景点,古代遗迹,115.704788,39.977283
