名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
徐汇艺术馆,上海,上海,上海,021,64313738;64336516,复兴西路/丁香花园,淮海中路1413号,景点,美术馆,121.448212,31.210155
南京西路,上海,上海,上海,021,,南京西路,南京西路街道南京西路848号,景点,休闲街区,121.460632,31.230427
蓬莱公园,上海,上海,上海,021,63162567,董家渡/南浦大桥,南车站路350号,景点,城市公园,121.491508,31.206095
彭浦公园,上海,上海,上海,021,,彭浦新村,场中路2150号（近共和新路）,景点,城市公园,121.447398,31.304574
江浦公园,上海,上海,上海,021,65851280,控江地区,长阳路1111号江浦路口,景点,城市公园,121.524071,31.26593
宋庆龄陵园,上海,上海,上海,021,62754034,虹桥/古北,宋园路21号（宋园路地铁站2号口步行270米）,景点,烈士陵园,121.411346,31.195374
上海滨江森林公园,上海,上海,上海,021,58644791,外高桥,凌桥高沙滩3号,景点,森林公园,121.528839,31.383101
大千天鹅湖庄园,上海,上海,上海,021,59238800;59238822,青浦城区,朱家角镇朱家角西洋淀1号,景点,动植物园,121.048439,31.13508
上海市龙华烈士陵园,上海,上海,上海,021,64685995,龙华/西岸,龙华街道龙华街道龙华西路180号,景点,烈士陵园,121.44957,31.175451
四川北路公园,上海,上海,上海,021,,四川北路/海伦路,四川北路1428号（四川北路地铁站1号口步行220米）,景点,城市公园,121.484802,31.254873
上海儿童博物馆,上海,上海,上海,021,62783130,虹桥/古北,宋园路61号,景点,博物馆,121.412937,31.193773
长青公园,上海,上海,上海,021,68589980,上南地区,长清路11号（长清路地铁站7号口旁）,景点,公园/广场,121.488609,31.173952
古城公园,上海,上海,上海,021,63366016,城隍庙/豫园,人民路333号（近福佑路）,景点,公园/广场,121.493843,31.228468
广场公园,上海,上海,上海,021,,淮海路,延安东路与黄陂南路交叉口东南角,景点,广场,121.475182,31.225536
新场古镇,上海,上海,上海,021,58170650,新场,海泉街128号,景点,古村古镇,121.646858,31.024761
甘泉路休闲街,上海,上海,上海,021,,中山北路/甘泉地区,宜川路412号2楼,景点,休闲街区,121.435608,31.264326
申隆生态园,上海,上海,上海,021,57593038,奉贤区,青村镇沿钱公路5599号朱蒋村,景点,动植物园,121.574059,30.891584
仰思坪,上海,上海,上海,021,,交大闵行校区,东川路800号上海交通大学思源湖边（近永平路）,景点,城市公园,121.43013,31.019489
思源湖,上海,上海,上海,021,54740000,交大闵行校区,东川路800号上海交通大学闵行校区,景点,自然风光,121.429764,31.020723
苏州河梦清园环保主题公园,上海,上海,上海,021,62778770,上海火车站/客运汽车总站,宜昌路66号,景点,城市公园,121.440432,31.250724
上海金山城市沙滩,上海,上海,上海,021,57936507;67226617,金山卫,沪杭公路7555号,景点,海滨沙滩,121.354004,30.71171
滴水湖,上海,上海,上海,021,20936951,南汇新城,南汇新城镇环湖西路一号码头860号,景点,自然风光,121.940878,30.897435
太平湖,上海,上海,上海,021,,新天地/马当路,湖滨路与顺昌路交叉口西50米,景点,更多景点/周边游,121.47747,31.219959
