名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
三门红瑶寨生态博物馆,广西,桂林,龙胜各族自治县,0773,,龙胜各族自治县其他,细门村三门红瑶寨,景点,博物馆,110.14286,25.877558
帅础坚艺术馆,广西,桂林,桂林,0773,2932990,广西师大/三里店广场,普陀路39号,景点,美术馆,110.32328,25.26845
桂北民俗博物馆,广西,桂林,灵川县,0773,6829283,西环路,灵北路15号,景点,博物馆,110.327705,25.415926
灌阳县博物馆,广西,桂林,灌阳县,0773,,滨江西路,东华路21号,景点,博物馆,111.159843,25.496456
广西新干线国旅,广西,桂林,桂林,0773,133****2280,桂林站,中山南路25号汇通广场3楼,景点,旅行社,110.283653,25.256773
阳朔精华纯玩一日游—银子岩世外桃源遇龙河,广西,桂林,桂林,0773,139****4512,理工大学屏风校区,建干路12号,景点,旅行社,110.314685,25.282305
江景阁竹筏,广西,桂林,阳朔县,0773,189****7790,西街周边/抗战路,阳朔荔阳船厂,景点,旅行社,110.498283,24.771841
桂林西山景区,广西,桂林,桂林,0773,2893193,西山公园,西山路2号,景点,自然风光,110.27639,25.283054
阳朔镇优质葡萄示范园景区,广西,桂林,阳朔县,0773,,西街周边/抗战路,抗战路象山国际大酒店南侧约30米,景点,植物园,110.492267,24.761166
全家洲,广西,桂林,阳朔县,0773,,阳朔县其他,杨堤乡,景点,更多景点/周边游,110.457968,24.963738
杨堤码头,广西,桂林,阳朔县,0773,158****9226,阳朔县其他,杨提乡漓江景区杨堤风光内,景点,城市观光,110.454384,24.992683
大石寨,广西,桂林,阳朔县,0773,,遇龙河景区,白沙镇,景点,更多景点/周边游,110.426422,24.778324
金刚楼,广西,桂林,兴安县,0773,,志玲路,湘江路126号（秦皇宫）,景点,人文古迹,110.673082,25.613422
漓源瀑布景区,广西,桂林,兴安县,0773,138****6548,猫儿山景区,高寨村猫儿山角下猫儿山停车场向左2公里处,景点,自然风光,110.475113,25.876181
阳朔山水园,广西,桂林,阳朔县,0773,8823496;8823486,西街,滨江路2号,景点,古代遗迹,110.497017,24.774307
尧山,广西,桂林,桂林,0773,5864592,七星区,靖江路,景点,自然风光,110.369638,25.292602
